3327:0.0167386 3216:0.0130677 2133:0.0127561 1964:0.0108638 2008:0.00991303 
1376:0.0423812 1594:0.0368099 2303:0.0317591 3327:0.0287476 1356:0.00552131 
3327:0.0219083 284:0.018219 1335:0.0113727 2456:0.00844528 657:0.0071288 
3327:0.0212468 2417:0.00997404 284:0.00493128 430:0.00397589 1335:0.00312415 
3327:0.0307637 336:0.0171122 1905:0.0125094 1958:0.00983597 2133:0.00784561 
3327:0.017365 2417:0.00516852 2507:0.00510191 2447:0.00213676 3015:0.00179602 
1192:0.0144734 3253:0.0126758 3327:0.0122056 1330:0.0111683 3065:0.0110126 
3384:0.0445425 2573:0.0413499 704:0.0307417 3327:0.0216615 1461:0.00306581 
2041:0.0370994 3327:0.023237 2042:0.0200585 581:0.018913 2040:0.0188328 
1467:0.0415844 1461:0.0396097 3327:0.033669 2573:0.00715833 1469:0.00598877 
3327:0.0181571 2447:0.0125361 2033:0.00687476 1922:0.00573005 2047:0.00186063 
3327:0.0317868 2203:0.0238141 843:0.0125643 3015:0.0067036 3025:0.00409218 
2710:0.0287623 537:0.0249522 3327:0.0210422 1140:0.00711671 1141:0.00278712 
3327:0.0317403 2759:0.0225978 2203:0.0143435 3373:0.00832752 483:0.00826649 
3327:0.0212468 1627:0.00428853 224:0.00347885 3111:0.00265445 3373:0.00260343 
3327:0.0321662 1496:0.00624978 1766:0.00214812 3367:0.00209879 2203:0.00159142 
3327:0.0250779 937:0.00943521 930:0.0069439 2685:0.00628831 3090:0.00407199 
3327:0.0276047 3321:0.00981107 2203:0.00817257 1496:0.00622417 1152:0.00553725 
3327:0.0238514 1243:0.00831699 1928:0.00720209 736:0.00565479 290:0.00563654 
3327:0.0300984 2507:0.00830661 736:0.00692374 1967:0.00689353 2685:0.00617136 
3327:0.0326861 1958:0.0137387 1905:0.0121056 2203:0.00620785 1594:0.00381088 
3327:0.0259074 2772:0.00758423 745:0.00499835 2047:0.00427812 2507:0.00304263 
3327:0.0463183 537:0.0351427 2033:0.0203268 2047:0.0183674 2046:0.00849513 
3327:0.0202268 2447:0.0120528 2417:0.00229182 284:0.00141311 41:0.00135371 
2203:0.0236959 3327:0.0186643 1905:0.0129575 291:0.0057188 2292:0.0057154 
3327:0.0238687 2013:0.0179313 558:0.0175343 1376:0.0159888 3321:0.0094424 
3327:0.0204373 3083:0.00741337 2047:0.00442432 3253:0.00430619 832:0.00352614 
3327:0.0176726 1024:0.012378 1292:0.0077606 2447:0.00759705 2552:0.0061959 
3327:0.0209576 769:0.018109 2818:0.0174807 1802:0.00611382 521:0.00407281 
3327:0.018104 1551:0.0104033 2447:0.00623069 2417:0.00503339 3373:0.00463049 
3327:0.0170029 969:0.00350179 1106:0.00285537 2203:0.00283328 2671:0.00150443 
2552:0.0191356 3327:0.0132472 2075:0.0121968 2970:0.00979273 2071:0.00838064 
491:0.0692295 1976:0.0530249 483:0.0320835 2033:0.0214317 2294:0.0177443 
3327:0.0254801 2849:0.024553 2850:0.01466 2609:0.00887826 1479:0.00628611 
2573:0.0209161 3327:0.0163793 246:0.0115132 2084:0.0115132 2952:0.0115132 
3327:0.0138705 593:0.00550687 284:0.00518304 234:0.00453717 2417:0.00380587 
987:0.0385738 1105:0.0295106 2783:0.0294942 448:0.0294942 2604:0.028661 
3327:0.0271855 2203:0.00488946 1627:0.00337596 3373:0.00285689 2417:0.00269594 
3327:0.0187506 3351:0.00927332 2818:0.00524149 2573:0.00222884 340:0.00119342 
3327:0.0333119 3300:0.00863017 2573:0.00768636 885:0.00727881 3297:0.00559219 
3327:0.0294124 2609:0.0201594 2428:0.0120474 2910:0.0100814 2649:0.00785651 
3327:0.015324 1905:0.00913802 3297:0.0060431 3333:0.005356 2203:0.00414008 
3327:0.0324637 2696:0.0160051 1106:0.0117029 650:0.0103689 290:0.00613795 
284:0.0405399 1547:0.023866 3327:0.0176698 2456:0.0100947 1711:0.00784343 
636:0.0252391 1461:0.0243274 3327:0.0222523 1467:0.0120251 2573:0.0104335 
1627:0.0270241 3327:0.0191122 1496:0.0144274 3168:0.0097852 2203:0.00684548 
3327:0.0435467 1627:0.0401144 224:0.0136733 3111:0.0132129 2685:0.0116654 
2203:0.0888015 3327:0.0799638 994:0.0509933 3321:0.0500746 2292:0.0079884 
3253:0.0245543 3327:0.0146607 2203:0.0137929 3265:0.00848563 3187:0.00745936 
3327:0.0312483 323:0.0141136 1496:0.00883206 2933:0.00672235 2071:0.00388436 
3327:0.0295311 268:0.0115585 284:0.0113482 1504:0.0101881 2417:0.00670194 
2462:0.0387284 3098:0.0231393 2788:0.0190542 3292:0.0170718 2917:0.0163152 
2685:0.0188619 1976:0.0183997 3327:0.0182458 290:0.0169224 483:0.0147776 
3327:0.0174762 1584:0.0090206 2203:0.00692863 3297:0.0057789 2573:0.00558255 
2071:0.0195368 3327:0.0164829 2073:0.0144932 2573:0.00977619 1498:0.00382421 
3083:0.0358324 737:0.028327 3327:0.0233313 736:0.0219109 284:0.0167782 
434:0.0115221 3327:0.00767984 2203:0.00349225 679:0.00251457 891:0.00244784 
3327:0.026805 323:0.0101313 2933:0.00847785 3176:0.00780986 2788:0.0076035 
2582:0.0224332 172:0.0144439 1011:0.0137886 3327:0.0123557 2489:0.0104055 
2054:0.028989 3327:0.0253736 2051:0.0147464 284:0.0138076 1461:0.00418459 
1376:0.00765543 2685:0.00603535 1905:0.00514917 832:0.004765 3327:0.00453093 
3286:0.0234698 3327:0.0228391 2507:0.0110241 994:0.0100107 1627:0.0096718 
1594:0.0312951 2098:0.0278062 3327:0.0251832 2095:0.0161117 3321:0.0140206 
3327:0.0217911 537:0.00192609 953:0.00106086 2203:0.000813215 1059:0.000709412 
3327:0.0266334 903:0.017385 2168:0.0148607 1141:0.012974 2507:0.00696606 
3327:0.0470739 1175:0.00751597 769:0.00435638 1417:0.00364834 3184:0.00359291 
3327:0.0158104 3253:0.0141473 3187:0.0108138 1152:0.00652768 2417:0.00617503 
433:0.0516363 3327:0.0268417 1376:0.017512 3187:0.0148331 825:0.0105466 
2573:0.0299527 3327:0.0258386 1905:0.010424 704:0.0031071 2818:0.00288156 
3327:0.026052 2462:0.0158162 2573:0.00965516 1152:0.00770083 2552:0.00352934 
650:0.0338021 3327:0.0228547 649:0.0171879 1330:0.0152498 1335:0.00939632 
3327:0.0162895 2456:0.012995 2417:0.00683372 341:0.00588274 2447:0.00447389 
3327:0.0196872 696:0.00114898 953:0.00106086 2203:0.000866871 697:0.000714425 
3327:0.0253651 3286:0.0184469 2759:0.0175413 1627:0.0144807 3025:0.0129151 
3083:0.0466764 2573:0.0138113 3327:0.0126283 1192:0.009749 2818:0.00554257 
2948:0.0603646 30:0.0522567 3327:0.0518612 2696:0.0417623 650:0.00658805 
3327:0.0185176 2337:0.0115816 2911:0.00410936 896:0.00196546 1011:0.00154704 
3327:0.027198 2818:0.0175705 1193:0.00905293 769:0.00476398 190:0.00243604 
3327:0.0257612 2456:0.00437867 2417:0.00333408 284:0.00312222 301:0.00200944 
3327:0.0279687 1862:0.027504 2685:0.0212959 650:0.0163239 1851:0.0155877 
3327:0.0213968 1461:0.0178384 1467:0.0161598 1318:0.00377626 491:0.00350004 
284:0.029371 3327:0.0244392 2759:0.013933 2417:0.00283602 301:0.00279199 
3327:0.0389648 1594:0.0181126 505:0.0152527 2203:0.0152486 2685:0.0118406 
3327:0.0251876 1905:0.0204452 1958:0.0189191 1205:0.0099256 3187:0.0049895 
3327:0.0357116 1141:0.00587758 2417:0.00453012 2710:0.00313049 2818:0.00279188 
3327:0.0282822 2609:0.0152677 2788:0.0052745 3187:0.00309042 2047:0.00119197 
2818:0.0318044 1802:0.0226362 3327:0.0194189 2573:0.0119574 2260:0.0107492 
3327:0.0356223 3170:0.00639966 3041:0.00511031 1943:0.00484431 2289:0.0035034 
3041:0.113094 3291:0.036405 2185:0.0362282 2184:0.0362282 1152:0.0204868 
2133:0.0319998 3327:0.0258104 2685:0.0126347 2785:0.00870008 3350:0.00639765 
3327:0.0262995 3373:0.0132948 2203:0.0108194 1627:0.0094499 3065:0.00675991 
2618:0.00831464 2573:0.00561215 2592:0.00492872 3376:0.00305496 1742:0.00247035 
3286:0.0324891 3327:0.0236158 2759:0.0132715 1568:0.0114516 1627:0.0113872 
2000:0.00991116 3327:0.00921847 483:0.00895008 491:0.00810683 3286:0.00803088 
3327:0.0317347 2203:0.0241995 492:0.0215694 1627:0.0145 2417:0.00581112 
2573:0.0161139 2911:0.0156756 1057:0.0137609 3327:0.013636 1011:0.0117986 
3327:0.0224968 2261:0.0120589 2818:0.0105562 1584:0.00924803 595:0.00637136 
3327:0.0287485 1767:0.0185599 2714:0.0161328 1781:0.0149716 2047:0.0108408 
3327:0.0759052 2203:0.0527619 1893:0.0237092 1634:0.0198934 2417:0.0135501 
3327:0.0259853 1330:0.0180764 1335:0.0109208 2187:0.0107519 657:0.00795904 
3327:0.0250734 3176:0.0102328 2712:0.00580641 676:0.00316356 3376:0.0027897 
3327:0.0322206 2297:0.00735607 58:0.00715725 2788:0.00704125 2710:0.00657208 
994:0.0431771 3327:0.0264 2407:0.00801619 288:0.00791381 2788:0.00653942 
2168:0.0131445 903:0.0128387 1141:0.00925953 3361:0.00485766 1346:0.00476712 
3327:0.0134305 174:0.00689723 2788:0.00567861 572:0.00527116 3083:0.0052578 
3327:0.032991 2818:0.0216895 1391:0.00924205 1193:0.00766927 3065:0.00603915 
3327:0.0294157 2710:0.0106619 955:0.00902025 2227:0.00775945 2203:0.00717854 
3327:0.0384498 1376:0.0124643 2573:0.0113544 1905:0.00879522 1893:0.00137236 
3327:0.019011 3373:0.00463987 466:0.00439539 2417:0.00425864 438:0.0039464 
3327:0.0210075 2047:0.014719 158:0.010484 290:0.00293252 3118:0.0017476 
3187:0.0190778 650:0.0121166 649:0.00527453 2842:0.00361078 3072:0.00353007 
284:0.0223315 3327:0.0122354 2417:0.00826113 3373:0.00777457 2456:0.00572806 
2447:0.0338696 1206:0.0123132 1721:0.00833569 2660:0.00801443 2145:0.00766225 
1627:0.0175702 3327:0.0144781 1461:0.010604 2250:0.00900612 2227:0.00688253 
3327:0.034968 2933:0.0303313 323:0.0283756 2788:0.0147564 2917:0.0138505 
3327:0.0462042 2203:0.0250516 2573:0.0138597 1584:0.0103698 1461:0.00623442 
1152:0.101284 3327:0.0414327 2785:0.0224619 3321:0.00749894 2417:0.00689242 
1627:0.0575129 3327:0.0244969 41:0.0159297 692:0.0145438 841:0.0106213 
3327:0.0103888 2462:0.0089147 3292:0.0073324 1215:0.00537265 2788:0.00459627 
3327:0.0184856 3187:0.00426671 2417:0.00250836 2203:0.00172663 953:0.00106086 
2203:0.032955 2740:0.0110799 336:0.0080953 924:0.00740119 41:0.00726628 
2609:0.0261884 3327:0.0198634 1922:0.0190696 1152:0.00721504 2910:0.00721279 
3327:0.0274763 2592:0.0240271 2261:0.0085569 2593:0.00576652 2573:0.00540285 
3327:0.0169846 3065:0.0037723 2749:0.00216562 340:0.00172181 953:0.00106086 
2071:0.0354154 3327:0.0200145 277:0.0157731 2573:0.0130292 1498:0.00646915 
3327:0.0398833 1943:0.0149372 2911:0.0106499 2573:0.00953789 3216:0.00703188 
3083:0.0244294 3327:0.0160039 2818:0.00575881 1958:0.00537622 2573:0.00404008 
3327:0.0320847 3094:0.0234882 3216:0.00919484 2911:0.00667061 3122:0.00622997 
3327:0.0185948 1627:0.0161963 1845:0.0110961 1680:0.00683807 2843:0.00656993 
3327:0.0372649 1627:0.0120212 1654:0.00850908 3187:0.00823203 1496:0.00644983 
650:0.0275945 3327:0.017996 649:0.013402 419:0.00668615 2696:0.00639499 
3327:0.0220496 2203:0.0173574 336:0.0166332 1627:0.0144823 1712:0.0105085 
3253:0.0235668 3327:0.0186994 3168:0.0171313 2424:0.0129979 2126:0.012748 
3327:0.03203 190:0.0116761 2573:0.0071813 2417:0.00701287 1461:0.00565831 
1192:0.0846157 3327:0.0197283 2573:0.0147426 3083:0.00859916 1905:0.00422597 
3327:0.0207828 2047:0.00406663 2970:0.00232978 2226:0.00153721 262:0.00138491 
1627:0.0311727 3327:0.0240183 2417:0.0033196 2710:0.00228859 3286:0.00150343 
3327:0.0260903 1496:0.0120769 3168:0.0108375 2203:0.00604615 1535:0.00297715 
190:0.0458759 191:0.0330546 3327:0.0247982 2573:0.0139396 769:0.0114265 
3327:0.0159404 2447:0.00875866 2832:0.00446635 2203:0.0036392 224:0.00269621 
3327:0.0183983 1496:0.00766638 1497:0.00357885 284:0.00277123 2203:0.00216793 
3327:0.0389835 2710:0.0143313 1958:0.0140863 224:0.00803778 896:0.00771846 
3327:0.0405088 2447:0.0385241 2071:0.0223321 2552:0.0202988 1987:0.0154037 
3083:0.0267274 3327:0.020932 3350:0.0174411 2818:0.0130461 2133:0.0120006 
3327:0.0263232 3187:0.00481774 2818:0.00352488 574:0.00339784 1437:0.00253768 
2769:0.0374624 1036:0.0267891 3327:0.0259528 1330:0.0251522 2187:0.0243408 
3327:0.0266556 642:0.0146358 2447:0.00508629 1202:0.00299288 3373:0.00280843 
190:0.0239923 191:0.0125702 2573:0.0105045 2073:0.00597965 1543:0.00540274 
3327:0.0461692 2158:0.029179 1575:0.0268205 2203:0.0199556 1577:0.0125058 
1697:0.0434226 3327:0.0312342 2910:0.0200828 2609:0.0180524 3096:0.0173088 
642:0.0824192 3327:0.0375259 1152:0.0191603 2203:0.0150659 2507:0.00966188 
3327:0.0215082 174:0.0200039 1627:0.0189249 2935:0.0163627 2203:0.00960458 
3327:0.0284009 2203:0.00835228 2507:0.00649643 2447:0.0053048 2675:0.00386715 
2573:0.0215506 3327:0.0187241 3083:0.0143352 2781:0.0102878 1905:0.00541431 
236:0.0844324 2036:0.0427889 737:0.0256743 3327:0.0230924 235:0.0177693 
3327:0.0560314 2447:0.0372713 3373:0.0267771 3389:0.0227065 1496:0.00670479 
284:0.0644799 336:0.0394602 3327:0.023971 2924:0.0223256 3128:0.00976384 
3327:0.038997 2297:0.0367513 2788:0.0240603 3186:0.0179627 234:0.0121137 
691:0.0411707 3361:0.0348042 898:0.0290587 3337:0.0284168 3327:0.0205533 
253:0.026398 2008:0.021421 3327:0.0214145 2364:0.0137977 3350:0.00581715 
284:0.0657262 1541:0.0392787 994:0.0299437 3327:0.0269472 2417:0.00796405 
3327:0.0174811 1798:0.00865798 2818:0.00469447 1197:0.0037171 2348:0.00343831 
3327:0.0132455 3065:0.00870232 2949:0.00618972 2447:0.00531925 3094:0.00529118 
3327:0.0204137 2507:0.0136393 1163:0.00681418 3212:0.00332676 2506:0.00212398 
2573:0.0116676 787:0.0111137 3083:0.0106037 3327:0.00595744 1758:0.00563399 
3327:0.0247374 2582:0.0165486 3321:0.0142419 1011:0.01336 2489:0.0128419 
2203:0.0432911 3327:0.0351533 2417:0.00810311 1722:0.00190278 135:0.00184506 
2417:0.00986622 1215:0.00662163 2054:0.00603421 284:0.00418794 135:0.00418285 
3327:0.00943676 2417:0.00596777 268:0.0050661 2818:0.00493111 1449:0.00482699 
3327:0.0123727 2788:0.0101653 3065:0.00725504 2797:0.00476215 1318:0.00449059 
3327:0.0434676 1152:0.0183936 642:0.0176076 2203:0.0100312 1496:0.0083799 
3327:0.0270559 2573:0.0127415 2033:0.00812627 2911:0.00669738 2685:0.0058308 
3327:0.0254823 1344:0.0182777 2071:0.0180115 2073:0.016923 1141:0.0140345 
1467:0.0294236 1461:0.0274272 235:0.0179458 3327:0.0177156 2710:0.0130979 
3327:0.0194265 2047:0.0147345 2609:0.0116486 3049:0.00522751 1798:0.00504237 
2462:0.028975 2447:0.0227605 3327:0.0201326 2970:0.0135502 3110:0.00781962 
3327:0.0284595 190:0.0184228 2552:0.0182783 2970:0.010081 1586:0.0100271 
3110:0.0220513 3327:0.0173394 284:0.00500528 2788:0.00336055 2047:0.00287842 
3327:0.0242983 2507:0.0180033 492:0.0117196 2417:0.00663629 2685:0.00650693 
3327:0.0228561 1376:0.0133352 234:0.0117294 2649:0.00643804 2417:0.00619373 
3327:0.0137851 253:0.013577 3216:0.00728296 2710:0.00590233 2573:0.00567668 
3340:0.00283635 2163:0.00274405 806:0.00274405 1145:0.00256568 1476:0.00235281 
3327:0.0289723 1905:0.0104496 2573:0.00662924 1906:0.00245356 2979:0.00192122 
3327:0.0247005 3187:0.00680197 3373:0.00629093 2417:0.00596483 1335:0.00447418 
2388:0.0430835 787:0.0235728 3327:0.0142367 3363:0.0114349 936:0.00684224 
2133:0.0141584 3327:0.0135989 521:0.0102727 2818:0.00870982 520:0.00844354 
3327:0.0402701 1575:0.0321356 1577:0.0147505 3187:0.0127859 1574:0.0118382 
3327:0.0165744 3083:0.00912181 1324:0.00819783 1391:0.00601176 2818:0.00586106 
3327:0.0340273 1376:0.0324909 1594:0.0183867 2303:0.0120573 3011:0.00409237 
3327:0.0243902 1798:0.0228753 2447:0.0105046 650:0.00844525 2970:0.00841254 
3327:0.0259176 513:0.0175473 433:0.00476155 290:0.00293996 2203:0.00230728 
650:0.0354142 3327:0.0222352 649:0.0203341 3094:0.019263 2696:0.0125959 
3327:0.0186251 2203:0.0159668 336:0.00973507 1627:0.00553497 1496:0.00484609 
288:0.0417767 1096:0.0348604 3327:0.017193 1584:0.0121003 2203:0.0114594 
3327:0.0236627 2227:0.0221522 3321:0.0133235 2762:0.010434 3367:0.00873166 
3327:0.0375335 2417:0.0116205 649:0.0107086 1335:0.00663793 650:0.00443146 
3327:0.0339664 2507:0.0112419 1912:0.0105198 2818:0.00993557 2675:0.00729482 
3327:0.0243994 525:0.0199004 526:0.0152897 2447:0.0111985 2100:0.00856583 
3168:0.0462156 3327:0.0429975 511:0.040697 2203:0.0186711 1496:0.00715947 
3327:0.019605 2818:0.00309913 953:0.00106086 2578:0.00103959 2573:0.00100888 
3327:0.0264559 1376:0.0208264 2788:0.0107081 1810:0.00953146 2649:0.00928027 
3327:0.0281963 1627:0.0115558 2417:0.00558403 2447:0.00459397 1318:0.00305907 
3327:0.0167244 2609:0.0164302 2949:0.00373621 505:0.00246038 1963:0.00206129 
3327:0.0196945 2447:0.0133309 284:0.00586933 1048:0.00420244 3187:0.00236168 
2456:0.0315755 3327:0.0256014 284:0.00456092 2453:0.00335192 1062:0.00282457 
3327:0.0451125 1584:0.029459 3136:0.0156137 3065:0.00469492 3350:0.00310915 
3327:0.0273051 2507:0.026577 843:0.0252435 1496:0.0226463 1535:0.0190357 
3327:0.0267549 2935:0.0213863 2447:0.0111376 3168:0.0110876 650:0.00830369 
3327:0.0230261 769:0.0140821 2047:0.0045697 2573:0.00362935 1461:0.00257891 
2573:0.0232806 1461:0.0190705 1467:0.0173213 1547:0.00660444 1200:0.00619072 
3327:0.029961 2423:0.0273084 1773:0.0167276 1152:0.0138201 2203:0.00934881 
3327:0.0210473 769:0.0168217 2788:0.0166394 2387:0.0138847 2447:0.0128756 
3327:0.0359424 1078:0.0289706 1077:0.0272946 1958:0.0119221 234:0.00757268 
3083:0.0269737 3327:0.0241932 2133:0.00764534 2573:0.0068061 3350:0.00627254 
2203:0.0409127 3327:0.0305144 336:0.02237 2614:0.0146435 2190:0.0112559 
3327:0.0352321 1440:0.0192787 1905:0.0170125 2552:0.0163862 2329:0.016006 
2447:0.0237299 3327:0.0224122 3361:0.0210819 1694:0.0159299 3090:0.0145023 
2417:0.0134369 3327:0.0111517 2818:0.00785083 2423:0.00507665 2203:0.00425881 
1922:0.0728778 907:0.021266 3327:0.0182027 1121:0.00933448 2415:0.00839419 
3327:0.0196625 3216:0.0178236 1964:0.0147875 1391:0.0111296 2573:0.0098549 
3327:0.0175731 2507:0.016871 3321:0.0138302 3049:0.00390347 2203:0.00207796 
1476:0.0618911 3151:0.0595435 994:0.0590361 3340:0.0582968 806:0.0563045 
3327:0.0164186 3083:0.0123972 2133:0.00860726 290:0.00154941 33:0.00142952 
3327:0.0223742 2462:0.0171556 2788:0.011065 477:0.00727523 3292:0.00726451 
3327:0.0208107 1905:0.0143132 1958:0.0102217 2203:0.00463922 1205:0.00385035 
1467:0.0458297 1461:0.0364228 3327:0.0245141 1469:0.0104912 769:0.00586404 
3327:0.0274525 2203:0.0176669 492:0.0105215 483:0.00801147 2609:0.00728641 
3327:0.0247394 2507:0.0126639 2447:0.00843617 1152:0.00647752 716:0.00508582 
1568:0.0412587 1567:0.0407966 3327:0.0398701 1240:0.0228678 483:0.00721288 
3327:0.0225106 3216:0.00411326 1964:0.00265148 3373:0.00247039 832:0.00195198 
1994:0.0585856 2040:0.0514312 455:0.0504902 1449:0.0497856 3327:0.0109406 
2573:0.0254322 3327:0.0173249 3083:0.00624368 2818:0.00606964 2685:0.00309785 
3327:0.0297531 1964:0.0156012 3026:0.00790842 2911:0.00708868 3083:0.00699634 
2423:0.0499165 1627:0.0314224 3327:0.0307196 3286:0.0301517 1967:0.0292624 
3327:0.0168292 1330:0.00900317 1335:0.0084079 657:0.00577 2187:0.00557749 
3327:0.0215875 2203:0.00579284 3187:0.00429504 2417:0.00298511 953:0.00106086 
3327:0.0261299 707:0.0123289 2298:0.00967401 1152:0.00625934 1781:0.00404088 
3327:0.0162904 537:0.0134073 1912:0.0125943 1627:0.00912748 213:0.00499296 
2071:0.00999355 2073:0.00687644 1922:0.00655284 190:0.00462287 3327:0.00412135 
3097:0.0283629 3327:0.0255702 2609:0.0143672 2095:0.00874154 2447:0.00811253 
1511:0.0226761 3327:0.016159 3083:0.0121106 1547:0.00805283 2042:0.00605876 
1215:0.0236171 3327:0.0226588 1376:0.0222595 2649:0.00990922 3168:0.00895371 
3327:0.019247 3367:0.00397933 947:0.0037152 1270:0.0037152 30:0.00361631 
3327:0.02311 2142:0.0109902 2759:0.00852077 1953:0.00326645 2203:0.00177683 
642:0.0363374 3327:0.0272409 3286:0.0204801 1841:0.00967675 1842:0.00757205 
3327:0.0166885 3373:0.0030979 3022:0.00167305 2447:0.00126743 2047:0.00118548 
2203:0.0404478 3327:0.0374199 375:0.0122726 376:0.011886 1461:0.0105218 
3327:0.0202146 2203:0.00922133 336:0.00370727 2602:0.00361188 2772:0.00314452 
2818:0.0274364 3083:0.0164596 3350:0.0137947 2260:0.0110307 2133:0.0106233 
3327:0.0222575 2772:0.00200803 832:0.00172853 3342:0.00160665 2818:0.00126327 
2447:0.0202715 3327:0.0178972 797:0.017396 505:0.0124197 2445:0.0113923 
3327:0.0301242 1498:0.0148943 2447:0.00652001 2797:0.00503248 483:0.00441031 
3327:0.019107 3096:0.00492082 1781:0.00187075 668:0.00183562 2071:0.00114837 
3327:0.0156541 284:0.0142051 2762:0.00295155 2417:0.00256132 785:0.0023864 
3168:0.028515 3327:0.024615 284:0.0162825 1627:0.0158553 1912:0.0106677 
3327:0.0233961 3049:0.0134696 537:0.0131264 2712:0.00294314 956:0.00238478 
3083:0.0368128 3327:0.0247207 1324:0.01949 2203:0.00986915 832:0.00963944 
574:0.0240718 863:0.0197768 2818:0.0144582 379:0.0107538 2168:0.0103803 
2609:0.0589818 1152:0.0586934 3327:0.0250243 1922:0.0220646 505:0.0137749 
574:0.0174238 2552:0.0126951 483:0.00631538 2970:0.00549495 3327:0.00481907 
3327:0.0268632 2203:0.0204595 3187:0.00665383 924:0.00408007 624:0.00288968 
1467:0.0256981 1461:0.0214814 3327:0.0115476 3196:0.0062088 769:0.00568211 
1192:0.0201417 3327:0.0157785 2573:0.0138334 1376:0.0119386 825:0.0118653 
2337:0.0351917 3327:0.0190119 2710:0.00531965 2911:0.00484683 832:0.00342185 
1627:0.0429339 3327:0.0199244 1496:0.0114567 3225:0.0112543 1205:0.00961665 
3327:0.0203516 2417:0.00938262 1976:0.00844054 3361:0.00617159 3373:0.00582543 
3327:0.0209759 2788:0.00902518 2552:0.00553297 2075:0.00529446 2326:0.00487601 
3327:0.0258315 1376:0.00760382 2417:0.00527477 2203:0.00376487 2833:0.00293934 
3327:0.0393146 3168:0.0104311 2447:0.00448575 358:0.00416488 2950:0.00295685 
3327:0.0167054 2227:0.0123245 2685:0.0071634 650:0.00282969 1862:0.00240203 
2456:0.0245874 3327:0.0235213 1712:0.00795093 2462:0.00499395 3065:0.004698 
2447:0.0204816 3327:0.0182167 3096:0.0144667 2417:0.00482707 2788:0.00413342 
3327:0.0220145 176:0.0177435 2609:0.0171057 2447:0.016326 574:0.00738653 
3187:0.0479635 3327:0.0379531 1221:0.0360057 2685:0.0314491 1209:0.0309403 
3327:0.0252293 2203:0.0139112 2456:0.0125822 2326:0.0105211 2187:0.00726921 
3327:0.0211105 597:0.00294801 2203:0.00220903 2417:0.00199162 953:0.00106086 
3327:0.0146225 2507:0.0127793 2447:0.0111702 898:0.00703401 896:0.00450029 
3327:0.0447316 769:0.0222853 1584:0.0146089 1964:0.0133404 253:0.0132186 
